english_word,transliteration,arabic_script_1,arabic_script_2,part_of_speech,difficulty_level,category,banjarese_phrase,english_phrase,image_url,sequence_number,
movie,film,فيلم,فيلم,noun,1,pilem,Film komedi lucu,Comedy movie is funny,https://images.unsplash.com/photo-1593359677879-a4bb92f829d1?w=200&h=200&fit=crop&crop=center,75
actor,aktor,اکتور,اکتور,noun,2,artis,Aktor terkenal ganteng,Famous actor is handsome,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,65
actress,aktris,اکتريس,اکتريس,noun,2,artis,Aktris cantik berbakat,Beautiful actress is talented,https://images.unsplash.com/photo-1438761681033-6461ffad8d80?w=200&h=200&fit=crop&crop=face,60
story,cerita,چريتا,چريتا,noun,2,dongeng,Cerita rakyat menarik,Folk stories are interesting,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=200&h=200&fit=crop&crop=center,75
news,berita,بريتا,بريتا,noun,2,kabar,Berita hari ini penting,Today's news is important,https://images.unsplash.com/photo-1593359677879-a4bb92f829d1?w=200&h=200&fit=crop&crop=center,80
newspaper,koran,کوران,کوران,noun,2,surat kabar,Koran pagi sudah datang,Morning newspaper has arrived,https://images.unsplash.com/photo-1504711434969-e33886168f5c?w=200&h=200&fit=crop&crop=center,70
magazine,majalah,مجلح,مجلح,noun,2,tabloid,Majalah fashion terbaru,Latest fashion magazine,https://images.unsplash.com/photo-1504711434969-e33886168f5c?w=200&h=200&fit=crop&crop=center,60
letter,surat,سورات,سورات,noun,1,layang,Surat dari keluarga,Letter from family,https://images.unsplash.com/photo-1455390582262-044cdead277a?w=200&h=200&fit=crop&crop=center,75
email,email,ايميل,ايميل,noun,2,surat elektronik,Email kantor penting,Office email is important,https://images.unsplash.com/photo-1487058792275-0ad4aaf24ca7?w=200&h=200&fit=crop&crop=center,70
internet,internet,اينترنت,اينترنت,noun,2,jaringan,Internet cepat bagus,Fast internet is good,https://images.unsplash.com/photo-1487058792275-0ad4aaf24ca7?w=200&h=200&fit=crop&crop=center,75
website,website,ويبسايت,ويبسايت,noun,2,situs,Website sekolah informatif,School website is informative,https://images.unsplash.com/photo-1487058792275-0ad4aaf24ca7?w=200&h=200&fit=crop&crop=center,65
social media,media sosial,ميديا سوسيال,ميديا سوسيال,noun,3,medsos,Media sosial populer,Social media is popular,https://images.unsplash.com/photo-1512941937669-90a1b58e7e9c?w=200&h=200&fit=crop&crop=center,70
information,informasi,اينفورماسي,اينفورماسي,noun,3,katrangan,Informasi penting berguna,Important information is useful,https://images.unsplash.com/photo-1504711434969-e33886168f5c?w=200&h=200&fit=crop&crop=center,75
technology,teknologi,تکنولوګي,تکنولوګي,noun,3,teknologi,Teknologi berkembang pesat,Technology develops rapidly,https://images.unsplash.com/photo-1487058792275-0ad4aaf24ca7?w=200&h=200&fit=crop&crop=center,70
science,ilmu,ايلمو,ايلمو,noun,2,ngelmu,Ilmu pengetahuan bermanfaat,Science is beneficial,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=200&h=200&fit=crop&crop=center,75
knowledge,pengetahuan,ڤڠتاهوان,ڤڠتاهوان,noun,3,kawruh,Pengetahuan itu kekuatan,Knowledge is power,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=200&h=200&fit=crop&crop=center,70
research,penelitian,ڤنليتيان,ڤنليتيان,noun,3,riset,Penelitian ilmiah penting,Scientific research is important,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=200&h=200&fit=crop&crop=center,60
experiment,percobaan,ڤرچوباان,ڤرچوباان,noun,3,eksperimen,Percobaan kimia berbahaya,Chemical experiments are dangerous,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=200&h=200&fit=crop&crop=center,55
laboratory,laboratorium,لابوراتوريوم,لابوراتوريوم,noun,4,lab,Laboratorium sekolah lengkap,School laboratory is complete,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=200&h=200&fit=crop&crop=center,55
library,perpustakaan,ڤرڤوستاکاان,ڤرڤوستاکاان,noun,4,pustaka,Perpustakaan buku lengkap,Library has complete books,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=200&h=200&fit=crop&crop=center,65
university,universitas,اونيوررسيتاس,اونيوررسيتاس,noun,4,perguruan tinggi,Universitas negeri bagus,State university is good,https://images.unsplash.com/photo-1580582932707-520aed937b7b?w=200&h=200&fit=crop&crop=center,60
college,kuliah,کوليح,کوليح,noun,2,kampus,Kuliah di Jakarta,College in Jakarta,https://images.unsplash.com/photo-1580582932707-520aed937b7b?w=200&h=200&fit=crop&crop=center,65
degree,gelar,ګلار,ګلار,noun,2,ijazah,Gelar sarjana penting,Bachelor's degree is important,https://images.unsplash.com/photo-1580582932707-520aed937b7b?w=200&h=200&fit=crop&crop=center,60
graduation,kelulusan,کلولوسان,کلولوسان,noun,3,wisuda,Kelulusan bulan depan,Graduation next month,https://images.unsplash.com/photo-1580582932707-520aed937b7b?w=200&h=200&fit=crop&crop=center,55
scholarship,beasiswa,بايسوا,بايسوا,noun,3,bantuan kuliah,Beasiswa untuk mahasiswa,Scholarship for students,https://images.unsplash.com/photo-1580582932707-520aed937b7b?w=200&h=200&fit=crop&crop=center,55
job,pekerjaan,ڤکرجاان,ڤکرجاان,noun,3,gawe,Pekerjaan sulit dicari,Jobs are hard to find,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,80
office,kantor,کانتور,کانتور,noun,2,dinas,Kantor tutup hari Minggu,Office is closed on Sunday,https://images.unsplash.com/photo-1486406146926-c627a92ad1ab?w=200&h=200&fit=crop&crop=center,75
worker,pekerja,ڤکرجا,ڤکرجا,noun,2,buruh,Pekerja dapat gaji,Workers get salary,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,75
boss,bos,بوس,بوس,noun,1,atasan,Bos baik hati,Boss is kind-hearted,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,70
employee,karyawan,کاريوان,کاريوان,noun,3,pegawai,Karyawan rajin bekerja,Employees work diligently,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,70
salary,gaji,ګاجي,ګاجي,noun,2,upah,Gaji bulan ini naik,This month's salary increased,https://images.unsplash.com/photo-1554224155-8d04cb21cd6c?w=200&h=200&fit=crop&crop=center,75
money,uang,اواڠ,اواڠ,noun,1,duit,Uang untuk beli makanan,Money to buy food,https://images.unsplash.com/photo-1554224155-8d04cb21cd6c?w=200&h=200&fit=crop&crop=center,90
bank,bank,بانک,بانک,noun,1,bank,Bank tutup sore hari,Bank closes in the evening,https://images.unsplash.com/photo-1486406146926-c627a92ad1ab?w=200&h=200&fit=crop&crop=center,75
save,menabung,منابوڠ,منابوڠ,verb,2,nyimpen,Menabung untuk masa depan,Save for the future,https://images.unsplash.com/photo-1554224155-8d04cb21cd6c?w=200&h=200&fit=crop&crop=center,70
spend,belanja,بلانجا,بلانجا,verb,2,mbuwang,Belanja ke pasar,Shopping at the market,https://images.unsplash.com/photo-1555529902-5261145633bf?w=200&h=200&fit=crop&crop=center,75
expensive,mahal,مهال,مهال,adjective,2,larang,Makanan ini mahal,This food is expensive,https://images.unsplash.com/photo-1567620905732-2d1ec7ab7445?w=200&h=200&fit=crop&crop=center,80
cheap,murah,موراح,موراح,adjective,2,murah,Sayur ini murah,These vegetables are cheap,https://images.unsplash.com/photo-1540420773420-3366772f4999?w=200&h=200&fit=crop&crop=center,80
free,gratis,ګراتيس,ګراتيس,adjective,2,cumuma,Masuk gratis hari ini,Free entry today,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,70
price,harga,هارګا,هارګا,noun,2,rega,Harga naik terus,Prices keep rising,https://images.unsplash.com/photo-1554224155-8d04cb21cd6c?w=200&h=200&fit=crop&crop=center,80
discount,diskon,ديسکون,ديسکون,noun,2,potongan,Diskon besar-besaran,Big discount,https://images.unsplash.com/photo-1555529902-5261145633bf?w=200&h=200&fit=crop&crop=center,65
business,bisnis,بيسنيس,بيسنيس,noun,2,dagang,Bisnis kuliner laris,Culinary business is selling well,https://images.unsplash.com/photo-1567620905732-2d1ec7ab7445?w=200&h=200&fit=crop&crop=center,70
company,perusahaan,ڤروساهاان,ڤروساهاان,noun,3,firma,Perusahaan besar maju,Big company is advanced,https://images.unsplash.com/photo-1486406146926-c627a92ad1ab?w=200&h=200&fit=crop&crop=center,65
factory,pabrik,ڤابريک,ڤابريک,noun,2,industri,Pabrik tutup libur,Factory closes for holiday,https://images.unsplash.com/photo-1486406146926-c627a92ad1ab?w=200&h=200&fit=crop&crop=center,65
product,produk,ڤروداک,ڤروداک,noun,2,barang,Produk lokal berkualitas,Local products are quality,https://images.unsplash.com/photo-1555529902-5261145633bf?w=200&h=200&fit=crop&crop=center,70
service,layanan,لايانان,لايانان,noun,3,pelayanan,Layanan ramah memuaskan,Friendly service is satisfying,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,65
customer,pelanggan,ڤلڠن,ڤلڠن,noun,2,pembeli,Pelanggan setia loyal,Loyal customers are faithful,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,70
quality,kualitas,کواليتاس,کواليتاس,noun,3,mutu,Kualitas barang bagus,Product quality is good,https://images.unsplash.com/photo-1555529902-5261145633bf?w=200&h=200&fit=crop&crop=center,65
meeting,rapat,راڤات,راڤات,noun,2,patemon,Rapat penting besok,Important meeting tomorrow,https://images.unsplash.com/photo-1486406146926-c627a92ad1ab?w=200&h=200&fit=crop&crop=center,70
contract,kontrak,کونتراک,کونتراک,noun,2,perjanjian,Kontrak kerja satu tahun,One year work contract,https://images.unsplash.com/photo-1455390582262-044cdead277a?w=200&h=200&fit=crop&crop=center,60
agreement,perjanjian,ڤرجانجيان,ڤرجانجيان,noun,3,persetujuan,Perjanjian disepakati,Agreement is approved,https://images.unsplash.com/photo-1455390582262-044cdead277a?w=200&h=200&fit=crop&crop=center,55
government,pemerintah,ڤمرينتح,ڤمرينتح,noun,3,pamrentah,Pemerintah daerah baik,Local government is good,https://images.unsplash.com/photo-1486406146926-c627a92ad1ab?w=200&h=200&fit=crop&crop=center,65
law,hukum,هوکوم,هوکوم,noun,2,aturan,Hukum harus ditaati,Law must be obeyed,https://images.unsplash.com/photo-1486406146926-c627a92ad1ab?w=200&h=200&fit=crop&crop=center,70
police,polisi,ڤوليسي,ڤوليسي,noun,2,pulisi,Polisi jaga keamanan,Police maintain security,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,75
court,pengadilan,ڤڠاديلان,ڤڠاديلان,noun,3,sidang,Pengadilan memutus perkara,Court decides cases,https://images.unsplash.com/photo-1486406146926-c627a92ad1ab?w=200&h=200&fit=crop&crop=center,55
judge,hakim,هاwhile,selama,سلاما,سلاما,conjunction,2,sauntara,Selama hujan di rumah,While it rains stay home,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=200&h=200&fit=crop&crop=center,70
although,walaupun,والاوڤون,والاوڤون,conjunction,3,sanajan,Walaupun hujan tetap pergi,Although it rains still go,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,60
so,jadi,جادي,جادي,conjunction,2,dadi,Hujan jadi tidak pergi,It's raining so not going,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,75
therefore,karena itu,کارنا ايتو,کارنا ايتو,conjunction,3,mulane,Karena itu harus hati-hati,Therefore must be careful,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,60
cat,kucing,کوچيڠ,کوچيڠ,noun,1,meong,Kucing hitam lucu,Black cat is cute,https://images.unsplash.com/photo-1514888286974-6c03e2ca1dba?w=200&h=200&fit=crop&crop=center,85
dog,anjing,انجيڠ,انجيڠ,noun,1,asu,Anjing setia sama tuannya,Dogs are loyal to their owners,https://images.unsplash.com/photo-1583337130417-3346a1be7dee?w=200&h=200&fit=crop&crop=center,80
bird,burung,بوروڠ,بوروڠ,noun,1,manuk,Burung terbang tinggi,Birds fly high,https://images.unsplash.com/photo-1552728089-57bdde30beb3?w=200&h=200&fit=crop&crop=center,75
cow,sapi,ساڤي,ساڤي,noun,1,lembu,Sapi makan rumput,Cows eat grass,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=200&h=200&fit=crop&crop=center,70
buffalo,kerbau,کربو,کربو,noun,2,mahesa,Kerbau kuat sekali,Buffalo are very strong,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=200&h=200&fit=crop&crop=center,65
goat,kambing,کامبيڠ,کامبيڠ,noun,1,wedhus,Kambing makan daun,Goats eat leaves,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=200&h=200&fit=crop&crop=center,70
sheep,domba,دومبا,دومبا,noun,2,kibas,Domba putih gemuk,White sheep are fat,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=200&h=200&fit=crop&crop=center,60
horse,kuda,کودا,کودا,noun,2,jaran,Kuda lari cepat,Horses run fast,https://images.unsplash.com/photo-1553284965-83fd3e82fa5a?w=200&h=200&fit=crop&crop=center,65
pig,babi,بابي,بابي,noun,1,celeng,Babi gemuk kotor,Pigs are fat and dirty,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=200&h=200&fit=crop&crop=center,60
duck,bebek,ببيک,ببيک,noun,1,itik,Bebek berenang di kolam,Ducks swim in the pond,https://images.unsplash.com/photo-1552728089-57bdde30beb3?w=200&h=200&fit=crop&crop=center,70
chicken (rooster),ayam jantan,ايم جانتان,ايم جانتان,noun,3,jago,Ayam jantan berkokok,Rooster crows,https://images.unsplash.com/photo-1598103442097-8b74394b95c6?w=200&h=200&fit=crop&crop=center,65
hen,ayam betina,ايم بتينا,ايم بتينا,noun,3,induk ayam,Ayam betina bertelur,Hen lays eggs,https://images.unsplash.com/photo-1598103442097-8b74394b95c6?w=200&h=200&fit=crop&crop=center,65
rabbit,kelinci,کلينچي,کلينچي,noun,2,trewelu,Kelinci putih lompat,White rabbit jumps,https://images.unsplash.com/photo-1585110396000-c9ffd4e4b308?w=200&h=200&fit=crop&crop=center,60
mouse,tikus,تيکوس,تيکوس,noun,1,jancik,Tikus kecil nakal,Small mice are naughty,https://images.unsplash.com/photo-1585110396000-c9ffd4e4b308?w=200&h=200&fit=crop&crop=center,65
rat,tikus besar,تيکوس بسر,تيکوس بسر,noun,3,curut,Tikus besar kotor,Big rats are dirty,https://images.unsplash.com/photo-1585110396000-c9ffd4e4b308?w=200&h=200&fit=crop&crop=center,55
elephant,gajah,ګاجح,ګاجح,noun,2,liman,Gajah besar kuat,Elephants are big and strong,https://images.unsplash.com/photo-1551969014-7d2c4cddf0b6?w=200&h=200&fit=crop&crop=center,50
tiger,harimau,هاريماو,هاريماو,noun,2,macan,Harimau buas ganas,Tigers are fierce and wild,https://images.unsplash.com/photo-1551969014-7d2c4cddf0b6?w=200&h=200&fit=crop&crop=center,45
lion,singa,سيڠا,سيڠا,noun,2,singabarong,Singa raja hutan,Lion is king of the jungle,https://images.unsplash.com/photo-1551969014-7d2c4cddf0b6?w=200&h=200&fit=crop&crop=center,40
monkey,monyet,مونيت,مونيت,noun,2,kethek,Monyet pandai memanjat,Monkeys are good at climbing,https://images.unsplash.com/photo-1551969014-7d2c4cddf0b6?w=200&h=200&fit=crop&crop=center,55
snake,ular,اولار,اولار,noun,1,sawer,Ular merayap panjang,Snakes crawl long,https://images.unsplash.com/photo-1551969014-7d2c4cddf0b6?w=200&h=200&fit=crop&crop=center,50
crocodile,buaya,بوايا,بوايا,noun,2,baya,Buaya ganas di sungai,Fierce crocodile in the river,https://images.unsplash.com/photo-1551969014-7d2c4cddf0b6?w=200&h=200&fit=crop&crop=center,45
turtle,kura-kura,کورا-کورا,کورا-کورا,noun,2,penyu,Kura-kura jalan lambat,Turtles walk slowly,https://images.unsplash.com/photo-1551969014-7d2c4cddf0b6?w=200&h=200&fit=crop&crop=center,50
frog,katak,کاتک,کاتک,noun,1,kodhok,Katak hijau melompat,Green frogs jump,https://images.unsplash.com/photo-1551969014-7d2c4cddf0b6?w=200&h=200&fit=crop&crop=center,60
butterfly,kupu-kupu,کوڤو-کوڤو,کوڤو-کوڤو,noun,2,ulat bulu,Kupu-kupu terbang indah,Butterflies fly beautifully,https://images.unsplash.com/photo-1551969014-7d2c4cddf0b6?w=200&h=200&fit=crop&crop=center,55
bee,lebah,لباح,لباح,noun,2,tawon,Lebah buat madu,Bees make honey,https://images.unsplash.com/photo-1551969014-7d2c4cddf0b6?w=200&h=200&fit=crop&crop=center,50
ant,semut,سموت,سموت,noun,1,laler,Semut hitam kecil,Black ants are small,https://images.unsplash.com/photo-1551969014-7d2c4cddf0b6?w=200&h=200&fit=crop&crop=center,60
spider,laba-laba,لابا-لابا,لابا-لابا,noun,2,jaring-jaring,Laba-laba buat jaring,Spiders make webs,https://images.unsplash.com/photo-1551969014-7d2c4cddf0b6?w=200&h=200&fit=crop&crop=center,50
mosquito,nyamuk,ڽاموک,ڽاموک,noun,2,reged,Nyamuk mengganggu tidur,Mosquitoes disturb sleep,https://images.unsplash.com/photo-1551969014-7d2c4cddf0b6?w=200&h=200&fit=crop&crop=center,70
fly,lalat,لالات,لالات,noun,1,laler,Lalat hinggap di makanan,Flies land on food,https://images.unsplash.com/photo-1551969014-7d2c4cddf0b6?w=200&h=200&fit=crop&crop=center,65
cockroach,kecoa,کچوا,کچوا,noun,2,coro,Kecoa kotor menjijikkan,Cockroaches are dirty and disgusting,https://images.unsplash.com/photo-1551969014-7d2c4cddf0b6?w=200&h=200&fit=crop&crop=center,50
one,satu,ساتو,ساتو,number,1,esa,Satu buah apel,One apple,https://images.unsplash.com/photo-1567306226416-28f0efdc88ce?w=200&h=200&fit=crop&crop=center,95
two,dua,دوا,دوا,number,1,loro,Dua ekor kucing,Two cats,https://images.unsplash.com/photo-1514888286974-6c03e2ca1dba?w=200&h=200&fit=crop&crop=center,95
three,tiga,تيګا,تيګا,number,1,telu,Tiga buah buku,Three books,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=200&h=200&fit=crop&crop=center,90
four,empat,امڤات,امڤات,number,1,papat,Empat kaki meja,Four table legs,https://images.unsplash.com/photo-1586023492125-27b2c045efd7?w=200&h=200&fit=crop&crop=center,85
five,lima,ليما,ليما,number,1,gangsal,Lima jari tangan,Five fingers,https://images.unsplash.com/photo-1559313364-86ede9b75a8b?w=200&h=200&fit=crop&crop=center,85
six,enam,اينم,اينم,number,1,enem,Enam buah jeruk,Six oranges,https://images.unsplash.com/photo-1547514701-42782101795e?w=200&h=200&fit=crop&crop=center,80
seven,tujuh,توجوح,توجوح,number,1,pitu,Tujuh hari seminggu,Seven days a week,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,80
eight,delapan,دلاڤان,دلاڤان,number,2,wolu,Delapan kaki laba-laba,Eight spider legs,https://images.unsplash.com/photo-1551969014-7d2c4cddf0b6?w=200&h=200&fit=crop&crop=center,75
nine,sembilan,سمبيلان,سمبيلان,number,2,sanga,Sembilan bulan mengandung,Nine months pregnant,https://images.unsplash.com/photo-1438761681033-6461ffad8d80?w=200&h=200&fit=crop&crop=face,75
ten,sepuluh,سڤولوح,سڤولوح,number,2,sedasa,Sepuluh jari kaki tangan,Ten fingers and toes,https://images.unsplash.com/photo-1559313364-86ede9b75a8b?w=200&h=200&fit=crop&crop=center,80
eleven,sebelas,سبلاس,سبلاس,number,2,sewelas,Sebelas pemain sepak bola,Eleven football players,https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=200&h=200&fit=crop&crop=center,70
twelve,dua belas,دوا بلاس,دوا بلاس,number,3,rolas,Dua belas bulan setahun,Twelve months a year,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,70
twenty,dua puluh,دوا ڤولوح,دوا ڤولوح,number,3,rongpuluh,Dua puluh tahun umur,Twenty years old,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,65
thirty,tiga puluh,تيګا ڤولوح,تيګا ڤولوح,number,3,telungpuluh,Tiga puluh hari sebulan,Thirty days a month,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,60
fifty,lima puluh,ليما ڤولوح,ليما ڤولوح,number,3,seket,Lima puluh ribu rupiah,Fifty thousand rupiah,https://images.unsplash.com/photo-1554224155-8d04cb21cd6c?w=200&h=200&fit=crop&crop=center,55
hundred,seratus,سراتوس,سراتوس,number,2,satus,Seratus lembar kertas,One hundred sheets of paper,https://images.unsplash.com/photo-1455390582262-044cdead277a?w=200&h=200&fit=crop&crop=center,60
thousand,seribu,سريبو,سريبو,number,2,sewu,Seribu rupiah,One thousand rupiah,https://images.unsplash.com/photo-1554224155-8d04cb21cd6c?w=200&h=200&fit=crop&crop=center,55
million,sejuta,سجوتا,سجوتا,number,3,yuta,Sejuta penduduk,One million population,https://images.unsplash.com/photo-1529156069898-49953e39b3ac?w=200&h=200&fit=crop&crop=center,45
half,setengah,ستڠح,ستڠح,number,2,separo,Setengah jam lagi,Half an hour more,https://images.unsplash.com/photo-1501139083538-0139583c060f?w=200&h=200&fit=crop&crop=center,65
quarter,seperempat,سڤرمڤات,سڤرمڤات,number,3,seprapat,Seperempat kilo gula,Quarter kilo of sugar,https://images.unsplash.com/photo-1581579181842-54e8af41c16d?w=200&h=200&fit=crop&crop=center,55
double,ganda,ګاندا,ګاندا,number,2,kaping loro,Ganda lipat besar,Double fold big,https://images.unsplash.com/photo-1506905925346-21bda4d32df4?w=200&h=200&fit=crop&crop=center,50
first,pertama,ڤرتاما,ڤرتاما,number,3,kaping siji,Anak pertama pintar,First child is smart,https://images.unsplash.com/photo-1503454537195-1dcabb73ffb9?w=200&h=200&fit=crop&crop=face,65
second,kedua,کدوا,کدوا,number,2,kaping loro,Anak kedua nakal,Second child is naughty,https://images.unsplash.com/photo-1503454537195-1dcabb73ffb9?w=200&h=200&fit=crop&crop=face,60
third,ketiga,کتيګا,کتيګا,number,2,kaping telu,Anak ketiga lucu,Third child is cute,https://images.unsplash.com/photo-1503454537195-1dcabb73ffb9?w=200&h=200&fit=crop&crop=face,55
last,terakhir,ترأخير,ترأخير,number,3,pungkasan,Anak terakhir manja,Last child is spoiled,https://images.unsplash.com/photo-1503454537195-1dcabb73ffb9?w=200&h=200&fit=crop&crop=face,60
love,cinta,چينتا,چينتا,noun,2,sayang,Cinta kasih keluarga,Family love,https://images.unsplash.com/photo-1529156069898-49953e39b3ac?w=200&h=200&fit=crop&crop=center,90
like,suka,سوکا,سوکا,verb,1,seneng,Aku suka makan nasi,I like eating rice,https://images.unsplash.com/photo-1586201375761-83865001e31c?w=200&h=200&fit=crop&crop=center,85
hate,benci,بنچي,بنچي,verb,2,sengit,Benci sama penjahat,Hate criminals,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,65
happy,senang,سنڠ,سنڠ,adjective,1,girang,Hari ini senang sekali,Today is very happy,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,85
sad,sedih,سديح,سديح,adjective,1,susah,Jangan sedih lagi,Don't be sad anymore,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,80
angry,marah,مارح,مارح,adjective,1,nesu,Marah sama anak nakal,Angry with naughty children,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,75
afraid,takut,تاکوت,تاکوت,adjective,1,wedi,Takut sama hantu,Afraid of ghosts,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,70
brave,berani,برانيي,برانيي,adjective,2,wani,Berani lawan penjahat,Brave against criminals,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,65
excited,gembira,ګمبيرا,ګمبيرا,adjective,2,bingah,Gembira dapat hadiah,Excited to get a gift,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,70
surprised,kaget,کاګت,کاګت,adjective,1,gumun,Kaget dengar suara keras,Surprised to hear loud noise,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,70
worried,khawatir,خاواتير,خاواتير,adjective,2,kuwatir,Khawatir sama anak,Worried about children,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,65
confused,bingung,بيڠوڠ,بيڠوڠ,adjective,2,pusing,Bingung cari jalan,Confused looking for the way,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,70
tired,capek,چاڤيک,چاڤيک,adjective,1,kesel,Capek kerja seharian,Tired from working all day,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,80
sleepy,mengantuk,مڠانتوک,مڠانتوک,adjective,2,turu,Mengantuk mau tidur,Sleepy want to sleep,https://images.unsplash.com/photo-1541781774459-bb2af2f05b55?w=200&h=200&fit=crop&crop=center,75
hungry,lapar,لاڤار,لاڤار,adjective,1,luwe,Lapar mau makan,Hungry want to eat,https://images.unsplash.com/photo-1567620905732-2d1ec7ab7445?w=200&h=200&fit=crop&crop=center,85
thirsty,haus,هاوس,هاوس,adjective,1,ngelak,Haus mau minum,Thirsty want to drink,https://images.unsplash.com/photo-1544145945-f90425340c7e?w=200&h=200&fit=crop&crop=center,80
full,kenyang,کڽڠ,کڽڠ,adjective,1,wareg,Kenyang sudah makan,Full already eaten,https://images.unsplash.com/photo-1567620905732-2d1ec7ab7445?w=200&h=200&fit=crop&crop=center,80
beautiful,cantik,چانتيک,چانتيک,adjective,1,indah,Bunga cantik sekali,The flowers are very beautiful,https://images.unsplash.com/photo-1518709268805-4e9042af2176?w=200&h=200&fit=crop&crop=center,85
handsome,ganteng,ګانتڠ,ګانتڠ,adjective,2,bagus,Laki-laki ganteng,Handsome man,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,75
ugly,jelek,جليک,جليک,adjective,1,ala,Wajah jelek seram,Ugly face is scary,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,60
smart,pintar,ڤينتر,ڤينتر,adjective,2,pinter,Anak pintar rajin belajar,Smart children study diligently,https://images.unsplash.com/photo-1503454537195-1dcabb73ffb9?w=200&h=200&fit=crop&crop=face,80
stupid,bodoh,بودوح,بودوح,adjective,2,goblok,Jangan bodoh begitu,Don't be so stupid,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,60
clever,pandai,ڤانداي,ڤانداي,adjective,2,pinter,Pandai main gitar,Clever at playing guitar,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=200&h=200&fit=crop&crop=center,70
lazy,malas,مالاس,مالاس,adjective,1,males,Malas kerja seharian,Lazy to work all day,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=200&h=200&fit=crop&crop=face,70
diligent,rajin,راجين,راجين,adjective,2,sregep,Rajin belajar pintar,Diligent in studying makes you smart,https://images.unsplash.com/photo-1481627834876-b7833e8f5570?w=200&h=200&fit=crop&crop=center,75
